date,agency,complaint_type,.mean,lower_80,upper_80
2021-09-05,DOHMH,indoor air quality,13,NA,NA
2021-09-06,DOHMH,indoor air quality,13,NA,NA
2021-09-07,DOHMH,indoor air quality,31,NA,NA
2021-09-08,DOHMH,indoor air quality,26,NA,NA
2021-09-09,DOHMH,indoor air quality,29,NA,NA
2021-09-10,DOHMH,indoor air quality,19,NA,NA
2021-09-11,DOHMH,indoor air quality,17,NA,NA
2021-09-12,DOHMH,indoor air quality,6,NA,NA
2021-09-13,DOHMH,indoor air quality,19,NA,NA
2021-09-14,DOHMH,indoor air quality,20,NA,NA
2021-09-15,DOHMH,indoor air quality,13,NA,NA
2021-09-16,DOHMH,indoor air quality,24,NA,NA
2021-09-17,DOHMH,indoor air quality,22,NA,NA
2021-09-18,DOHMH,indoor air quality,12,NA,NA
2021-09-19,DOHMH,indoor air quality,12,NA,NA
2021-09-20,DOHMH,indoor air quality,27,NA,NA
2021-09-21,DOHMH,indoor air quality,47,NA,NA
2021-09-22,DOHMH,indoor air quality,4,NA,NA
2021-09-23,DOHMH,indoor air quality,22.379967823557703,11.860070733040404,32.899864914075
2021-09-24,DOHMH,indoor air quality,20.26206491328032,10.703515531561228,29.82061429499941
2021-09-25,DOHMH,indoor air quality,12.783342115200833,6.7313383568080605,18.835345873593607
2021-09-26,DOHMH,indoor air quality,11.335004299340316,5.949661828427165,16.720346770253467
2021-09-27,DOHMH,indoor air quality,21.97772659526666,11.499162830994361,32.456290359538954
2021-09-28,DOHMH,indoor air quality,22.36274214847911,11.663277997203533,33.06220629975469
2021-09-29,DOHMH,indoor air quality,22.873208044680272,11.891427191593579,33.854988897766965
2021-09-02,DOHMH,other,63,NA,NA
2021-09-03,DOHMH,other,79,NA,NA
2021-09-04,DOHMH,other,91,NA,NA
2021-09-05,DOHMH,other,100,NA,NA
2021-09-06,DOHMH,other,65,NA,NA
2021-09-07,DOHMH,other,104,NA,NA
2021-09-08,DOHMH,other,94,NA,NA
2021-09-09,DOHMH,other,104,NA,NA
2021-09-10,DOHMH,other,118,NA,NA
2021-09-11,DOHMH,other,65,NA,NA
2021-09-12,DOHMH,other,89,NA,NA
2021-09-13,DOHMH,other,173,NA,NA
2021-09-14,DOHMH,other,187,NA,NA
2021-09-15,DOHMH,other,158,NA,NA
2021-09-16,DOHMH,other,132,NA,NA
2021-09-17,DOHMH,other,157,NA,NA
2021-09-18,DOHMH,other,151,NA,NA
2021-09-19,DOHMH,other,133,NA,NA
2021-09-20,DOHMH,other,168,NA,NA
2021-09-21,DOHMH,other,233,NA,NA
2021-09-22,DOHMH,other,19,NA,NA
2021-09-23,DOHMH,other,92.88808259317527,75.12311529794657,110.88267202177987
2021-09-24,DOHMH,other,91.6574841186312,74.14967182250544,109.36632146771042
2021-09-25,DOHMH,other,79.33702545728602,61.794025985590224,97.17112702610656
2021-09-26,DOHMH,other,72.96091389968952,55.521191767609174,90.50698126752363
2021-09-27,DOHMH,other,100.48760516938388,82.72575650796269,118.17362439397685
2021-09-28,DOHMH,other,97.52190899672279,79.6335593635369,115.47528483137353
2021-09-29,DOHMH,other,93.5086087601362,75.57868423082341,111.18262484219218
2021-09-02,DOHMH,rodent,106,NA,NA
2021-09-03,DOHMH,rodent,85,NA,NA
2021-09-04,DOHMH,rodent,65,NA,NA
2021-09-05,DOHMH,rodent,109,NA,NA
2021-09-06,DOHMH,rodent,110,NA,NA
2021-09-07,DOHMH,rodent,155,NA,NA
2021-09-08,DOHMH,rodent,159,NA,NA
2021-09-09,DOHMH,rodent,147,NA,NA
2021-09-10,DOHMH,rodent,122,NA,NA
2021-09-11,DOHMH,rodent,71,NA,NA
2021-09-12,DOHMH,rodent,98,NA,NA
2021-09-13,DOHMH,rodent,127,NA,NA
2021-09-14,DOHMH,rodent,122,NA,NA
2021-09-15,DOHMH,rodent,154,NA,NA
2021-09-16,DOHMH,rodent,130,NA,NA
2021-09-17,DOHMH,rodent,123,NA,NA
2021-09-18,DOHMH,rodent,94,NA,NA
2021-09-19,DOHMH,rodent,87,NA,NA
2021-09-20,DOHMH,rodent,153,NA,NA
2021-09-21,DOHMH,rodent,241,NA,NA
2021-09-22,DOHMH,rodent,29,NA,NA
2021-09-23,DOHMH,rodent,125.53122552577952,94.27721148924105,156.785239562318
2021-09-24,DOHMH,rodent,113.44851791859085,84.58323639408007,142.31379944310163
2021-09-25,DOHMH,rodent,81.8436472016557,60.581496184537215,103.10579821877418
2021-09-26,DOHMH,rodent,86.64856259987947,63.68280330292809,109.61432189683084
2021-09-27,DOHMH,rodent,143.10389651598246,104.43637024059291,181.771422791372
2021-09-28,DOHMH,rodent,136.46557476660038,98.89955292381299,174.03159660938778
2021-09-29,DOHMH,rodent,129.13882873332753,92.94548172799705,165.332175738658
2021-09-02,DOT,broken parking meter,37,NA,NA
2021-09-03,DOT,broken parking meter,24,NA,NA
2021-09-04,DOT,broken parking meter,24,NA,NA
2021-09-05,DOT,broken parking meter,3,NA,NA
2021-09-06,DOT,broken parking meter,2,NA,NA
2021-09-07,DOT,broken parking meter,32,NA,NA
2021-09-08,DOT,broken parking meter,35,NA,NA
2021-09-09,DOT,broken parking meter,33,NA,NA
2021-09-10,DOT,broken parking meter,48,NA,NA
2021-09-11,DOT,broken parking meter,32,NA,NA
2021-09-12,DOT,broken parking meter,4,NA,NA
2021-09-13,DOT,broken parking meter,35,NA,NA
2021-09-14,DOT,broken parking meter,47,NA,NA
2021-09-15,DOT,broken parking meter,36,NA,NA
2021-09-16,DOT,broken parking meter,35,NA,NA
2021-09-17,DOT,broken parking meter,35,NA,NA
2021-09-18,DOT,broken parking meter,33,NA,NA
2021-09-19,DOT,broken parking meter,1,NA,NA
2021-09-20,DOT,broken parking meter,42,NA,NA
2021-09-21,DOT,broken parking meter,77,NA,NA
2021-09-22,DOT,broken parking meter,1,NA,NA
2021-09-23,DOT,broken parking meter,58.13771087331566,23.86569034580539,91.79792824338926
2021-09-24,DOT,broken parking meter,55.029193993536815,21.34357814441843,89.40571669178878
2021-09-25,DOT,broken parking meter,63.95611696108897,29.735675973485474,99.56726863522871
2021-09-26,DOT,broken parking meter,32.61667736843121,0,66.78607223623183
2021-09-27,DOT,broken parking meter,55.399513463121814,20.699264756280126,89.69159659947077
2021-09-28,DOT,broken parking meter,56.24732731767436,21.70501992735834,90.88427629991274
2021-09-29,DOT,broken parking meter,60.23480351256934,25.894701034532954,95.41394611236363
2021-09-02,DOT,curb condition,11,NA,NA
2021-09-03,DOT,curb condition,24,NA,NA
2021-09-04,DOT,curb condition,8,NA,NA
2021-09-05,DOT,curb condition,7,NA,NA
2021-09-06,DOT,curb condition,15,NA,NA
2021-09-07,DOT,curb condition,23,NA,NA
2021-09-08,DOT,curb condition,17,NA,NA
2021-09-09,DOT,curb condition,20,NA,NA
2021-09-10,DOT,curb condition,18,NA,NA
2021-09-11,DOT,curb condition,10,NA,NA
2021-09-12,DOT,curb condition,14,NA,NA
2021-09-13,DOT,curb condition,30,NA,NA
2021-09-14,DOT,curb condition,30,NA,NA
2021-09-15,DOT,curb condition,18,NA,NA
2021-09-16,DOT,curb condition,19,NA,NA
2021-09-17,DOT,curb condition,16,NA,NA
2021-09-18,DOT,curb condition,7,NA,NA
2021-09-19,DOT,curb condition,12,NA,NA
2021-09-20,DOT,curb condition,27,NA,NA
2021-09-21,DOT,curb condition,41,NA,NA
2021-09-22,DOT,curb condition,3,NA,NA
2021-09-23,DOT,curb condition,18.3748678668004,8.829194239434674,27.920541494166127
2021-09-24,DOT,curb condition,20.10295110241554,10.383416916391676,29.822485288439402
2021-09-25,DOT,curb condition,11.657497737156453,1.8847523014060137,21.43024317290689
2021-09-26,DOT,curb condition,11.301218727068319,1.484034256159287,21.11840319797735
2021-09-27,DOT,curb condition,21.15201198997981,11.29143473471515,31.012589245244467
2021-09-28,DOT,curb condition,20.457415714333212,10.553723941420078,30.361107487246347
2021-09-29,DOT,curb condition,20.606591104176356,10.65998092388092,30.553201284471793
2021-09-02,DOT,other,37,NA,NA
2021-09-03,DOT,other,52,NA,NA
2021-09-04,DOT,other,30,NA,NA
2021-09-05,DOT,other,29,NA,NA
2021-09-06,DOT,other,23,NA,NA
2021-09-07,DOT,other,36,NA,NA
2021-09-08,DOT,other,33,NA,NA
2021-09-09,DOT,other,25,NA,NA
2021-09-10,DOT,other,38,NA,NA
2021-09-11,DOT,other,42,NA,NA
2021-09-12,DOT,other,32,NA,NA
2021-09-13,DOT,other,52,NA,NA
2021-09-14,DOT,other,43,NA,NA
2021-09-15,DOT,other,38,NA,NA
2021-09-16,DOT,other,41,NA,NA
2021-09-17,DOT,other,56,NA,NA
2021-09-18,DOT,other,33,NA,NA
2021-09-19,DOT,other,29,NA,NA
2021-09-20,DOT,other,51,NA,NA
2021-09-21,DOT,other,72,NA,NA
2021-09-22,DOT,other,3,NA,NA
2021-09-23,DOT,other,35.47785910608171,22.492346069829242,48.46337214233418
2021-09-24,DOT,other,36.12503604787918,22.42034197545342,49.82973012030493
2021-09-25,DOT,other,29.087383831160086,15.014525211548959,43.160242450771214
2021-09-26,DOT,other,31.123530657825015,16.865222013355005,45.38183930229502
2021-09-27,DOT,other,42.845889683949196,28.450040302521096,57.241739065377296
2021-09-28,DOT,other,40.2899080276583,25.77629657962453,54.80351947569207
2021-09-29,DOT,other,34.495192038146186,19.871764963099956,49.118619113192416
2021-09-02,DOT,sidewalk condition,67,NA,NA
2021-09-03,DOT,sidewalk condition,73,NA,NA
2021-09-04,DOT,sidewalk condition,40,NA,NA
2021-09-05,DOT,sidewalk condition,71,NA,NA
2021-09-06,DOT,sidewalk condition,51,NA,NA
2021-09-07,DOT,sidewalk condition,75,NA,NA
2021-09-08,DOT,sidewalk condition,97,NA,NA
2021-09-09,DOT,sidewalk condition,73,NA,NA
2021-09-10,DOT,sidewalk condition,71,NA,NA
2021-09-11,DOT,sidewalk condition,61,NA,NA
2021-09-12,DOT,sidewalk condition,43,NA,NA
2021-09-13,DOT,sidewalk condition,103,NA,NA
2021-09-14,DOT,sidewalk condition,115,NA,NA
2021-09-15,DOT,sidewalk condition,70,NA,NA
2021-09-16,DOT,sidewalk condition,95,NA,NA
2021-09-17,DOT,sidewalk condition,69,NA,NA
2021-09-18,DOT,sidewalk condition,40,NA,NA
2021-09-19,DOT,sidewalk condition,45,NA,NA
2021-09-20,DOT,sidewalk condition,119,NA,NA
2021-09-21,DOT,sidewalk condition,164,NA,NA
2021-09-22,DOT,sidewalk condition,2,NA,NA
2021-09-23,DOT,sidewalk condition,64.81001142747819,10.805770898661876,118.8142519562945
2021-09-24,DOT,sidewalk condition,81.95622012119722,25.44580185273262,138.46663838966182
2021-09-25,DOT,sidewalk condition,36.04477755815218,0,93.3872197406289
2021-09-26,DOT,sidewalk condition,32.0438962093436,0,90.20646130085717
2021-09-27,DOT,sidewalk condition,86.1868196235085,27.21553609840265,145.15810314861434
2021-09-28,DOT,sidewalk condition,89.94137269913881,30.17231228179339,149.71043311648424
2021-09-29,DOT,sidewalk condition,77.80523985600388,17.24891165038894,138.3615680616188
2021-09-02,DOT,street condition,157,NA,NA
2021-09-03,DOT,street condition,151,NA,NA
2021-09-04,DOT,street condition,111,NA,NA
2021-09-05,DOT,street condition,99,NA,NA
2021-09-06,DOT,street condition,75,NA,NA
2021-09-07,DOT,street condition,129,NA,NA
2021-09-08,DOT,street condition,144,NA,NA
2021-09-09,DOT,street condition,148,NA,NA
2021-09-10,DOT,street condition,122,NA,NA
2021-09-11,DOT,street condition,89,NA,NA
2021-09-12,DOT,street condition,66,NA,NA
2021-09-13,DOT,street condition,181,NA,NA
2021-09-14,DOT,street condition,185,NA,NA
2021-09-15,DOT,street condition,142,NA,NA
2021-09-16,DOT,street condition,137,NA,NA
2021-09-17,DOT,street condition,130,NA,NA
2021-09-18,DOT,street condition,88,NA,NA
2021-09-19,DOT,street condition,114,NA,NA
2021-09-20,DOT,street condition,225,NA,NA
2021-09-21,DOT,street condition,464,NA,NA
2021-09-22,DOT,street condition,36,NA,NA
2021-09-23,DOT,street condition,207.59268939462513,146.44337491596306,268.7420038732872
2021-09-24,DOT,street condition,176.21014720102409,121.81313092010873,230.60716348193944
2021-09-25,DOT,street condition,112.25251409484986,76.08652624625893,148.4185019434408
2021-09-26,DOT,street condition,115.32141287387846,76.67932812839614,153.9634976193608
2021-09-27,DOT,street condition,202.85587154445372,132.3708797728304,273.34086331607705
2021-09-28,DOT,street condition,240.56882414583308,154.11225391031036,327.0253943813558
2021-09-29,DOT,street condition,189.35439314471586,119.12499495672176,259.58379133270995
2021-09-02,DOT,street light condition,142,NA,NA
2021-09-03,DOT,street light condition,143,NA,NA
2021-09-04,DOT,street light condition,53,NA,NA
2021-09-05,DOT,street light condition,29,NA,NA
2021-09-06,DOT,street light condition,38,NA,NA
2021-09-07,DOT,street light condition,134,NA,NA
2021-09-08,DOT,street light condition,129,NA,NA
2021-09-09,DOT,street light condition,195,NA,NA
2021-09-10,DOT,street light condition,148,NA,NA
2021-09-11,DOT,street light condition,34,NA,NA
2021-09-12,DOT,street light condition,36,NA,NA
2021-09-13,DOT,street light condition,181,NA,NA
2021-09-14,DOT,street light condition,232,NA,NA
2021-09-15,DOT,street light condition,231,NA,NA
2021-09-16,DOT,street light condition,192,NA,NA
2021-09-17,DOT,street light condition,171,NA,NA
2021-09-18,DOT,street light condition,46,NA,NA
2021-09-19,DOT,street light condition,44,NA,NA
2021-09-20,DOT,street light condition,157,NA,NA
2021-09-21,DOT,street light condition,154,NA,NA
2021-09-22,DOT,street light condition,19,NA,NA
2021-09-23,DOT,street light condition,193.42807446368016,102.87185465745546,283.98429426990486
2021-09-24,DOT,street light condition,184.42779114726167,98.08518682799436,270.77039546652895
2021-09-25,DOT,street light condition,35.66156866284891,18.966071446717827,52.35706587897999
2021-09-26,DOT,street light condition,29.586353512951717,15.735057102731835,43.4376499231716
2021-09-27,DOT,street light condition,185.38971861578074,98.59677318076142,272.18266405080004
2021-09-28,DOT,street light condition,203.21667243991413,108.07777400710864,298.3555708727196
2021-09-29,DOT,street light condition,184.57436237450227,97.674700665133,271.47402408387154
2021-09-02,DOT,street sign - damaged,20,NA,NA
2021-09-03,DOT,street sign - damaged,24,NA,NA
2021-09-04,DOT,street sign - damaged,7,NA,NA
2021-09-05,DOT,street sign - damaged,11,NA,NA
2021-09-06,DOT,street sign - damaged,6,NA,NA
2021-09-07,DOT,street sign - damaged,17,NA,NA
2021-09-08,DOT,street sign - damaged,15,NA,NA
2021-09-09,DOT,street sign - damaged,8,NA,NA
2021-09-10,DOT,street sign - damaged,16,NA,NA
2021-09-11,DOT,street sign - damaged,8,NA,NA
2021-09-12,DOT,street sign - damaged,3,NA,NA
2021-09-13,DOT,street sign - damaged,19,NA,NA
2021-09-14,DOT,street sign - damaged,22,NA,NA
2021-09-15,DOT,street sign - damaged,14,NA,NA
2021-09-16,DOT,street sign - damaged,15,NA,NA
2021-09-17,DOT,street sign - damaged,13,NA,NA
2021-09-18,DOT,street sign - damaged,14,NA,NA
2021-09-19,DOT,street sign - damaged,12,NA,NA
2021-09-20,DOT,street sign - damaged,18,NA,NA
2021-09-21,DOT,street sign - damaged,46,NA,NA
2021-09-22,DOT,street sign - damaged,3,NA,NA
2021-09-23,DOT,street sign - damaged,17.76848030697296,8.2776021744246009,27.104940850778316
2021-09-24,DOT,street sign - damaged,16.681557345613886,7.270903502055861,25.980551877114593
2021-09-25,DOT,street sign - damaged,12.204613981254523,2.732705094572867,21.66957213604791
2021-09-26,DOT,street sign - damaged,12.106034591787585,2.645434598899191,21.44193222181097
2021-09-27,DOT,street sign - damaged,18.661912628740055,9.503410943561875,27.894500636713587
2021-09-28,DOT,street sign - damaged,19.26508260084485,9.834538187563114,28.50642100822997
2021-09-29,DOT,street sign - damaged,18.386410697053954,8.746918947819884,28.156017126355113
2021-09-02,DOT,street sign - missing,13,NA,NA
2021-09-03,DOT,street sign - missing,11,NA,NA
2021-09-04,DOT,street sign - missing,4,NA,NA
2021-09-05,DOT,street sign - missing,7,NA,NA
2021-09-06,DOT,street sign - missing,7,NA,NA
2021-09-07,DOT,street sign - missing,16,NA,NA
2021-09-08,DOT,street sign - missing,13,NA,NA
2021-09-09,DOT,street sign - missing,11,NA,NA
2021-09-10,DOT,street sign - missing,7,NA,NA
2021-09-11,DOT,street sign - missing,8,NA,NA
2021-09-12,DOT,street sign - missing,12,NA,NA
2021-09-13,DOT,street sign - missing,22,NA,NA
2021-09-14,DOT,street sign - missing,22,NA,NA
2021-09-15,DOT,street sign - missing,17,NA,NA
2021-09-16,DOT,street sign - missing,17,NA,NA
2021-09-17,DOT,street sign - missing,16,NA,NA
2021-09-18,DOT,street sign - missing,4,NA,NA
2021-09-19,DOT,street sign - missing,7,NA,NA
2021-09-20,DOT,street sign - missing,13,NA,NA
2021-09-21,DOT,street sign - missing,29,NA,NA
2021-09-22,DOT,street sign - missing,2,NA,NA
2021-09-23,DOT,street sign - missing,14.343341853370488,5.982210375096059,22.704473331644916
2021-09-24,DOT,street sign - missing,13.476961361372895,5.083277877244644,21.870644845501147
2021-09-25,DOT,street sign - missing,9.1029754527049,0.676865717692948,17.529085187716852
2021-09-26,DOT,street sign - missing,8.815657924302277,0.35724624709011543,17.27406960151444
2021-09-27,DOT,street sign - missing,14.012914796729632,5.52232406722589,22.503505526233376
2021-09-28,DOT,street sign - missing,14.993049366519196,6.470401082642246,23.51569765039615
2021-09-29,DOT,street sign - missing,13.871403976778337,5.301570910798064,22.44123704275861
2021-09-02,DOT,traffic signal condition,457,NA,NA
2021-09-03,DOT,traffic signal condition,128,NA,NA
2021-09-04,DOT,traffic signal condition,81,NA,NA
2021-09-05,DOT,traffic signal condition,50,NA,NA
2021-09-06,DOT,traffic signal condition,76,NA,NA
2021-09-07,DOT,traffic signal condition,83,NA,NA
2021-09-08,DOT,traffic signal condition,98,NA,NA
2021-09-09,DOT,traffic signal condition,86,NA,NA
2021-09-10,DOT,traffic signal condition,76,NA,NA
2021-09-11,DOT,traffic signal condition,49,NA,NA
2021-09-12,DOT,traffic signal condition,45,NA,NA
2021-09-13,DOT,traffic signal condition,111,NA,NA
2021-09-14,DOT,traffic signal condition,114,NA,NA
2021-09-15,DOT,traffic signal condition,114,NA,NA
2021-09-16,DOT,traffic signal condition,82,NA,NA
2021-09-17,DOT,traffic signal condition,124,NA,NA
2021-09-18,DOT,traffic signal condition,53,NA,NA
2021-09-19,DOT,traffic signal condition,60,NA,NA
2021-09-20,DOT,traffic signal condition,108,NA,NA
2021-09-21,DOT,traffic signal condition,168,NA,NA
2021-09-22,DOT,traffic signal condition,4,NA,NA
2021-09-23,DOT,traffic signal condition,157.42760522366598,70.89367444199335,243.9615360053386
2021-09-24,DOT,traffic signal condition,138.16773743468005,50.39088488610885,225.94458998325126
2021-09-25,DOT,traffic signal condition,49.546244726205224,0,137.4955641529763
2021-09-26,DOT,traffic signal condition,74.85881464453054,0,162.91431442895788
2021-09-27,DOT,traffic signal condition,116.51070399638371,28.35645903534177,204.66494895742565
2021-09-28,DOT,traffic signal condition,128.18503740844764,39.93307542832599,216.4369993885693
2021-09-29,DOT,traffic signal condition,137.76451960716625,49.415065985731175,226.1139732286013
2021-09-02,DPR,damaged tree,745,NA,NA
2021-09-03,DPR,damaged tree,200,NA,NA
2021-09-04,DPR,damaged tree,82,NA,NA
2021-09-05,DPR,damaged tree,68,NA,NA
2021-09-06,DPR,damaged tree,67,NA,NA
2021-09-07,DPR,damaged tree,129,NA,NA
2021-09-08,DPR,damaged tree,127,NA,NA
2021-09-09,DPR,damaged tree,114,NA,NA
2021-09-10,DPR,damaged tree,162,NA,NA
2021-09-11,DPR,damaged tree,57,NA,NA
2021-09-12,DPR,damaged tree,54,NA,NA
2021-09-13,DPR,damaged tree,115,NA,NA
2021-09-14,DPR,damaged tree,118,NA,NA
2021-09-15,DPR,damaged tree,94,NA,NA
2021-09-16,DPR,damaged tree,98,NA,NA
2021-09-17,DPR,damaged tree,72,NA,NA
2021-09-18,DPR,damaged tree,47,NA,NA
2021-09-19,DPR,damaged tree,51,NA,NA
2021-09-20,DPR,damaged tree,87,NA,NA
2021-09-21,DPR,damaged tree,113,NA,NA
2021-09-22,DPR,damaged tree,7,NA,NA
2021-09-23,DPR,damaged tree,209.95540831070733,0,715.156710552654
2021-09-24,DPR,damaged tree,110.92326042497314,0,701.4455041301939
2021-09-25,DPR,damaged tree,8.474833056073424,0,609.9920141586575
2021-09-26,DPR,damaged tree,111.24862524829689,0,715.6267139789701
2021-09-27,DPR,damaged tree,129.81355766463867,0,736.6151104298643
2021-09-28,DPR,damaged tree,67.32425292354816,0,676.1801141361475
2021-09-29,DPR,damaged tree,103.27936508795301,0,713.8776072319953
2021-09-02,DPR,dead/dying tree,56,NA,NA
2021-09-03,DPR,dead/dying tree,37,NA,NA
2021-09-04,DPR,dead/dying tree,19,NA,NA
2021-09-05,DPR,dead/dying tree,16,NA,NA
2021-09-06,DPR,dead/dying tree,24,NA,NA
2021-09-07,DPR,dead/dying tree,44,NA,NA
2021-09-08,DPR,dead/dying tree,45,NA,NA
2021-09-09,DPR,dead/dying tree,29,NA,NA
2021-09-10,DPR,dead/dying tree,37,NA,NA
2021-09-11,DPR,dead/dying tree,18,NA,NA
2021-09-12,DPR,dead/dying tree,15,NA,NA
2021-09-13,DPR,dead/dying tree,57,NA,NA
2021-09-14,DPR,dead/dying tree,37,NA,NA
2021-09-15,DPR,dead/dying tree,28,NA,NA
2021-09-16,DPR,dead/dying tree,40,NA,NA
2021-09-17,DPR,dead/dying tree,40,NA,NA
2021-09-18,DPR,dead/dying tree,14,NA,NA
2021-09-19,DPR,dead/dying tree,25,NA,NA
2021-09-20,DPR,dead/dying tree,27,NA,NA
2021-09-21,DPR,dead/dying tree,64,NA,NA
2021-09-22,DPR,dead/dying tree,2,NA,NA
2021-09-23,DPR,dead/dying tree,34.42608923296518,11.796737558894382,57.05544090703599
2021-09-24,DPR,dead/dying tree,31.814158298635196,10.391922618183806,53.236393979086586
2021-09-25,DPR,dead/dying tree,16.96999883014853,5.274855515168792,28.665142145128268
2021-09-26,DPR,dead/dying tree,13.225338819945202,3.9044019247479813,22.54627571514242
2021-09-27,DPR,dead/dying tree,36.73206866186562,10.277324011393823,63.186813312337414
2021-09-28,DPR,dead/dying tree,39.38748307475643,10.419246298715464,68.3557198507974
2021-09-29,DPR,dead/dying tree,37.090942249320705,9.25160708088671,64.9302774177547
2021-09-02,DPR,maintenance or facility,76,NA,NA
2021-09-03,DPR,maintenance or facility,45,NA,NA
2021-09-04,DPR,maintenance or facility,56,NA,NA
2021-09-05,DPR,maintenance or facility,42,NA,NA
2021-09-06,DPR,maintenance or facility,45,NA,NA
2021-09-07,DPR,maintenance or facility,67,NA,NA
2021-09-08,DPR,maintenance or facility,44,NA,NA
2021-09-09,DPR,maintenance or facility,38,NA,NA
2021-09-10,DPR,maintenance or facility,52,NA,NA
2021-09-11,DPR,maintenance or facility,42,NA,NA
2021-09-12,DPR,maintenance or facility,46,NA,NA
2021-09-13,DPR,maintenance or facility,74,NA,NA
2021-09-14,DPR,maintenance or facility,73,NA,NA
2021-09-15,DPR,maintenance or facility,74,NA,NA
2021-09-16,DPR,maintenance or facility,61,NA,NA
2021-09-17,DPR,maintenance or facility,69,NA,NA
2021-09-18,DPR,maintenance or facility,44,NA,NA
2021-09-19,DPR,maintenance or facility,74,NA,NA
2021-09-20,DPR,maintenance or facility,77,NA,NA
2021-09-21,DPR,maintenance or facility,115,NA,NA
2021-09-22,DPR,maintenance or facility,5,NA,NA
2021-09-23,DPR,maintenance or facility,43.17525498425163,20.005486994479757,66.34502297402351
2021-09-24,DPR,maintenance or facility,42.015060974678406,17.527455943107057,66.50266600624975
2021-09-25,DPR,maintenance or facility,57.71513013899532,32.441551166140044,82.9887091118506
2021-09-26,DPR,maintenance or facility,48.16724252561622,22.777662429909455,73.55682262132298
2021-09-27,DPR,maintenance or facility,69.42710308915517,43.74363112983052,95.11057504847982
2021-09-28,DPR,maintenance or facility,58.662467001970654,32.90481389056753,84.42012011337377
2021-09-29,DPR,maintenance or facility,53.19860329630893,27.219589129798905,79.17761746281896
2021-09-02,DPR,new tree request,38,NA,NA
2021-09-03,DPR,new tree request,37,NA,NA
2021-09-04,DPR,new tree request,20,NA,NA
2021-09-05,DPR,new tree request,39,NA,NA
2021-09-06,DPR,new tree request,21,NA,NA
2021-09-07,DPR,new tree request,35,NA,NA
2021-09-08,DPR,new tree request,44,NA,NA
2021-09-09,DPR,new tree request,25,NA,NA
2021-09-10,DPR,new tree request,45,NA,NA
2021-09-11,DPR,new tree request,21,NA,NA
2021-09-12,DPR,new tree request,23,NA,NA
2021-09-13,DPR,new tree request,77,NA,NA
2021-09-14,DPR,new tree request,48,NA,NA
2021-09-15,DPR,new tree request,32,NA,NA
2021-09-16,DPR,new tree request,37,NA,NA
2021-09-17,DPR,new tree request,52,NA,NA
2021-09-18,DPR,new tree request,32,NA,NA
2021-09-19,DPR,new tree request,44,NA,NA
2021-09-20,DPR,new tree request,50,NA,NA
2021-09-21,DPR,new tree request,65,NA,NA
2021-09-22,DPR,new tree request,3,NA,NA
2021-09-23,DPR,new tree request,45.22325860126582,12.04436910839,77.78309434505613
2021-09-24,DPR,new tree request,41.890941318800614,8.787230858186943,74.58640835745543
2021-09-25,DPR,new tree request,29.333001176136868,0,62.61809452133809
2021-09-26,DPR,new tree request,30.54539293910117,0,64.22667722193653
2021-09-27,DPR,new tree request,47.45969796405625,14.231794523975546,80.49969024300466
2021-09-28,DPR,new tree request,47.2667896401007,14.467053419978463,80.62297828361775
2021-09-29,DPR,new tree request,44.08591134777969,10.752296352900304,77.16473998211227
2021-09-02,DPR,other,59,NA,NA
2021-09-03,DPR,other,42,NA,NA
2021-09-04,DPR,other,23,NA,NA
2021-09-05,DPR,other,24,NA,NA
2021-09-06,DPR,other,20,NA,NA
2021-09-07,DPR,other,24,NA,NA
2021-09-08,DPR,other,51,NA,NA
2021-09-09,DPR,other,20,NA,NA
2021-09-10,DPR,other,33,NA,NA
2021-09-11,DPR,other,40,NA,NA
2021-09-12,DPR,other,21,NA,NA
2021-09-13,DPR,other,35,NA,NA
2021-09-14,DPR,other,22,NA,NA
2021-09-15,DPR,other,32,NA,NA
2021-09-16,DPR,other,45,NA,NA
2021-09-17,DPR,other,35,NA,NA
2021-09-18,DPR,other,23,NA,NA
2021-09-19,DPR,other,28,NA,NA
2021-09-20,DPR,other,21,NA,NA
2021-09-21,DPR,other,51,NA,NA
2021-09-22,DPR,other,1,NA,NA
2021-09-23,DPR,other,23.636183741512653,14.520484590531467,32.75188289249384
2021-09-24,DPR,other,26.098605014864383,16.60101934139084,35.59619068833793
2021-09-25,DPR,other,25.24620295903376,15.675098286401429,34.81730763166609
2021-09-26,DPR,other,26.742745989473285,17.13454932714319,36.35094265180338
2021-09-27,DPR,other,28.97809235280492,19.339474996780268,38.616709708829575
2021-09-28,DPR,other,27.971751010563178,18.30421532099024,37.63928670013611
2021-09-29,DPR,other,25.989692896486776,16.293642715598924,35.685743077374624
2021-09-02,DPR,overgrown tree/branches,108,NA,NA
2021-09-03,DPR,overgrown tree/branches,73,NA,NA
2021-09-04,DPR,overgrown tree/branches,23,NA,NA
2021-09-05,DPR,overgrown tree/branches,17,NA,NA
2021-09-06,DPR,overgrown tree/branches,37,NA,NA
2021-09-07,DPR,overgrown tree/branches,67,NA,NA
2021-09-08,DPR,overgrown tree/branches,78,NA,NA
2021-09-09,DPR,overgrown tree/branches,70,NA,NA
2021-09-10,DPR,overgrown tree/branches,81,NA,NA
2021-09-11,DPR,overgrown tree/branches,33,NA,NA
2021-09-12,DPR,overgrown tree/branches,37,NA,NA
